Datetime,Latitude,Longitude,Elevation,Pressure,Speed,Bearing
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,4.2,600,47.1,250
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,5.6,500,85.4,274
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,7.2,400,166.2,275
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,9.2,300,236.7,286
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,10.4,250,257.3,289
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,11.8,200,162.7,285
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,13.5,150,119.4,280
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,15.8,100,125.0,282
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,17.7,70,142.9,283
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,19.3,50,134.7,289
2025-03-09 02:00:00,73.369391292048,-34.79489912008786,22.0,30,105.8,295
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,0.11,1000,20.4,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,0.32,975,20.3,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,0.5,950,20.2,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,0.8,925,20.4,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,1.0,900,20.3,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,1.5,850,20.5,212
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,1.9,800,20.2,213
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,3.0,700,20.3,211
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,4.2,600,47.1,250
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,5.6,500,85.4,274
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,7.2,400,166.2,275
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,9.2,300,236.7,286
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,10.4,250,257.3,289
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,11.8,200,162.7,285
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,13.5,150,119.4,280
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,15.8,100,125.0,282
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,17.7,70,142.9,283
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,19.3,50,134.7,289
2025-03-09 02:00:00,73.36868855645945,-34.7968599338362,22.0,30,105.8,295
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,0.11,1000,22.0,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,0.32,975,22.1,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,0.5,950,22.2,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,0.8,925,22.0,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,1.0,900,21.9,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,1.5,850,22.2,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,1.9,800,21.9,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,3.0,700,21.9,215
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,4.2,600,51.0,258
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,5.6,500,104.8,275
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,7.2,400,165.0,281
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,9.2,300,237.8,284
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,10.4,250,243.3,287
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,11.8,200,183.8,286
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,13.5,150,124.3,280
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,15.8,100,123.6,281
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,17.7,70,142.3,284
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,19.3,50,134.7,288
2025-03-09 03:00:00,73.21124351686339,-35.12434889157136,22.0,30,105.9,293
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,0.11,1000,22.0,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,0.32,975,22.1,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,0.5,950,22.2,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,0.8,925,22.0,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,1.0,900,21.9,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,1.5,850,22.2,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,1.9,800,21.9,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,3.0,700,21.9,215
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,4.2,600,51.0,258
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,5.6,500,104.8,275
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,7.2,400,165.0,281
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,9.2,300,237.8,284
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,10.4,250,243.3,287
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,11.8,200,183.8,286
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,13.5,150,124.3,280
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,15.8,100,123.6,281
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,17.7,70,142.3,284
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,19.3,50,134.7,288
2025-03-09 03:00:00,73.21264898375522,-35.12045389471404,22.0,30,105.9,293
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,0.11,1000,22.0,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,0.32,975,22.1,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,0.5,950,22.2,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,0.8,925,22.0,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,1.0,900,21.9,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,1.5,850,22.2,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,1.9,800,21.9,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,3.0,700,21.9,215
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,4.2,600,51.0,258
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,5.6,500,104.8,275
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,7.2,400,165.0,281
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,9.2,300,237.8,284
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,10.4,250,243.3,287
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,11.8,200,183.8,286
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,13.5,150,124.3,280
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,15.8,100,123.6,281
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,17.7,70,142.3,284
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,19.3,50,134.7,288
2025-03-09 03:00:00,73.21194625951013,-35.12240147326282,22.0,30,105.9,293
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,0.11,1000,25.6,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,0.32,975,25.6,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,0.5,950,25.6,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,0.8,925,25.7,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,1.0,900,25.6,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,1.5,850,25.8,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,1.9,800,25.4,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,3.0,700,25.7,238
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,4.2,600,59.8,268
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,5.6,500,117.7,272
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,7.2,400,161.4,279
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,9.2,300,213.1,283
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,10.4,250,220.7,286
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,11.8,200,203.4,289
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,13.5,150,132.6,279
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,15.8,100,120.3,282
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,17.7,70,143.6,282
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,19.3,50,138.5,284
2025-03-09 04:00:00,73.04806471066343,-35.51533308812679,22.0,30,106.4,294
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,0.11,1000,25.6,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,0.32,975,25.6,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,0.5,950,25.6,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,0.8,925,25.7,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,1.0,900,25.6,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,1.5,850,25.8,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,1.9,800,25.4,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,3.0,700,25.7,238
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,4.2,600,59.8,268
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,5.6,500,117.7,272
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,7.2,400,161.4,279
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,9.2,300,213.1,283
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,10.4,250,220.7,286
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,11.8,200,203.4,289
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,13.5,150,132.6,279
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,15.8,100,120.3,282
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,17.7,70,143.6,282
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,19.3,50,138.5,284
2025-03-09 04:00:00,73.04732466926816,-35.517085625854,22.0,30,106.4,294
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,0.11,1000,25.6,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,0.32,975,25.6,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,0.5,950,25.6,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,0.8,925,25.7,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,1.0,900,25.6,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,1.5,850,25.8,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,1.9,800,25.4,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,3.0,700,25.7,238
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,4.2,600,59.8,268
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,5.6,500,117.7,272
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,7.2,400,161.4,279
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,9.2,300,213.1,283
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,10.4,250,220.7,286
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,11.8,200,203.4,289
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,13.5,150,132.6,279
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,15.8,100,120.3,282
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,17.7,70,143.6,282
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,19.3,50,138.5,284
2025-03-09 04:00:00,73.04802739540516,-35.515154010402476,22.0,30,106.4,294
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,0.11,1000,27.5,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,0.32,975,27.5,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,0.5,950,27.5,242
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,0.8,925,27.7,242
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,1.0,900,27.3,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,1.5,850,27.7,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,1.9,800,27.5,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,3.0,700,27.2,243
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,4.2,600,66.4,274
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,5.6,500,106.9,272
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,7.2,400,154.1,279
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,9.2,300,195.5,279
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,10.4,250,204.6,280
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,11.8,200,199.6,289
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,13.5,150,133.8,279
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,15.8,100,121.2,278
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,17.7,70,143.8,283
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,19.3,50,141.5,283
2025-03-09 05:00:00,72.92423983951481,-36.18201397706941,22.0,30,105.0,292
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,0.11,1000,27.5,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,0.32,975,27.5,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,0.5,950,27.5,242
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,0.8,925,27.7,242
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,1.0,900,27.3,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,1.5,850,27.7,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,1.9,800,27.5,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,3.0,700,27.2,243
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,4.2,600,66.4,274
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,5.6,500,106.9,272
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,7.2,400,154.1,279
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,9.2,300,195.5,279
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,10.4,250,204.6,280
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,11.8,200,199.6,289
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,13.5,150,133.8,279
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,15.8,100,121.2,278
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,17.7,70,143.8,283
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,19.3,50,141.5,283
2025-03-09 05:00:00,72.92520977805434,-36.176855383266876,22.0,30,105.0,292
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,0.11,1000,27.5,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,0.32,975,27.5,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,0.5,950,27.5,242
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,0.8,925,27.7,242
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,1.0,900,27.3,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,1.5,850,27.7,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,1.9,800,27.5,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,3.0,700,27.2,243
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,4.2,600,66.4,274
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,5.6,500,106.9,272
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,7.2,400,154.1,279
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,9.2,300,195.5,279
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,10.4,250,204.6,280
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,11.8,200,199.6,289
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,13.5,150,133.8,279
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,15.8,100,121.2,278
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,17.7,70,143.8,283
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,19.3,50,141.5,283
2025-03-09 05:00:00,72.92591245759968,-36.17495011303122,22.0,30,105.0,292
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,0.11,1000,30.9,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,0.32,975,31.0,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,0.5,950,31.0,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,0.8,925,31.0,240
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,1.0,900,30.7,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,1.5,850,30.8,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,1.9,800,30.9,241
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,3.0,700,30.9,240
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,4.2,600,76.1,272
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,5.6,500,97.2,269
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,7.2,400,145.0,277
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,9.2,300,181.3,272
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,10.4,250,188.1,275
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,11.8,200,168.0,285
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,13.5,150,134.9,275
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,15.8,100,121.0,277
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,17.7,70,145.3,283
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,19.3,50,144.0,281
2025-03-09 06:00:00,72.80678777994494,-36.92076216694177,22.0,30,109.3,289
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,0.11,1000,30.9,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,0.32,975,31.0,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,0.5,950,31.0,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,0.8,925,31.0,240
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,1.0,900,30.7,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,1.5,850,30.8,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,1.9,800,30.9,241
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,3.0,700,30.9,240
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,4.2,600,76.1,272
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,5.6,500,97.2,269
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,7.2,400,145.0,277
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,9.2,300,181.3,272
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,10.4,250,188.1,275
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,11.8,200,168.0,285
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,13.5,150,134.9,275
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,15.8,100,121.0,277
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,17.7,70,145.3,283
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,19.3,50,144.0,281
2025-03-09 06:00:00,72.80775763785765,-36.915643991606245,22.0,30,109.3,289
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,0.11,1000,30.9,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,0.32,975,31.0,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,0.5,950,31.0,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,0.8,925,31.0,240
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,1.0,900,30.7,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,1.5,850,30.8,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,1.9,800,30.9,241
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,3.0,700,30.9,240
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,4.2,600,76.1,272
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,5.6,500,97.2,269
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,7.2,400,145.0,277
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,9.2,300,181.3,272
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,10.4,250,188.1,275
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,11.8,200,168.0,285
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,13.5,150,134.9,275
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,15.8,100,121.0,277
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,17.7,70,145.3,283
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,19.3,50,144.0,281
2025-03-09 06:00:00,72.80846025898674,-36.91376800573935,22.0,30,109.3,289
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,0.11,1000,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,0.32,975,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,0.5,950,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,0.8,925,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,1.0,900,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,1.5,850,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,1.9,800,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,3.0,700,29.0,225
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,4.2,600,76.2,267
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,5.6,500,96.5,264
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,7.2,400,135.8,273
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,9.2,300,175.2,270
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,10.4,250,177.6,270
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,11.8,200,147.8,281
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,13.5,150,132.0,272
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,15.8,100,117.1,276
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,17.7,70,142.4,280
2025-03-09 07:00:00,72.6662223268473,-37.72853898479384,19.3,50,149.5,279
